1575110319.800214,0
1575110319.911887,40
1575110320.026740,88
1575110320.137664,100
1575110320.250050,99
1575110320.363856,99
1575110320.474953,100
1575110320.588409,98
1575110320.702429,100
1575110320.810372,74
1575110320.922407,76
1575110321.033355,83
1575110321.144670,82
1575110321.255606,73
1575110321.367685,79
1575110321.479986,68
1575110321.592184,50
1575110321.704638,58
1575110321.816993,60
1575110321.929310,62
1575110322.041942,71
1575110322.154381,79
1575110322.266517,74
1575110322.378586,54
1575110322.486462,59
1575110322.599029,57
1575110322.711775,62
1575110322.825335,72
1575110322.937589,80
1575110323.049960,81
1575110323.162346,55
1575110323.274661,53
1575110323.387509,53
1575110323.494418,52
1575110323.609762,53
1575110323.723103,53
1575110323.836254,54
1575110323.947837,54
1575110324.059023,53
1575110324.175656,55
1575110324.289251,55
1575110324.403100,54
1575110324.518031,55
1575110324.630267,54
1575110324.742687,56
1575110324.855114,56
1575110324.967655,55
1575110325.080345,57
1575110325.187199,56
1575110325.294810,57
1575110325.403144,58
1575110325.508244,57
1575110325.621759,56
1575110325.730915,56
1575110325.840154,58
1575110325.953009,58
1575110326.066314,57
1575110326.180347,58
1575110326.293715,58
1575110326.398496,60
1575110326.511302,60
1575110326.616659,60
1575110326.729969,58
1575110326.842947,59
1575110326.956020,59
1575110327.070190,59
1575110327.183226,59
1575110327.295635,60
1575110327.408381,61
1575110327.520512,60
1575110327.628685,62
1575110327.741320,60
1575110327.854022,61
1575110327.957956,61
1575110328.066147,60
1575110328.170454,62
1575110328.274544,63
1575110328.379882,69
1575110328.483576,72
1575110328.588903,71
1575110328.693720,82
1575110328.797463,82
1575110328.910297,91
1575110329.022400,87
1575110329.134267,63
1575110329.247034,64
1575110329.359696,71
1575110329.472438,74
1575110329.585725,77
1575110329.698697,83
1575110329.811174,93
1575110329.924511,92
1575110330.055785,65
1575110330.168721,66
1575110330.281466,71
1575110330.394244,75
1575110330.507151,74
1575110330.619788,85
1575110330.732748,85
1575110330.839141,93
1575110330.951391,92
1575110331.064349,66
1575110331.177317,67
1575110331.289868,66
1575110331.402476,67
1575110331.515774,65
1575110331.628064,66
1575110331.740426,65
1575110331.853885,68
1575110331.966654,67
1575110332.079215,68
1575110332.191882,67
1575110332.304034,67
1575110332.417109,66
1575110332.530215,68
1575110332.642829,67
1575110332.755054,67
1575110332.863072,68
1575110332.977092,68
1575110333.089511,68
1575110333.202090,70
1575110333.314620,69
1575110333.427187,69
1575110333.539634,68
1575110333.652406,69
1575110333.765140,69
