1575110278.834527,5
1575110278.946934,7
1575110279.059719,19
1575110279.173747,20
1575110279.286231,1
1575110279.398461,3
1575110279.510789,4
1575110279.618954,6
1575110279.731299,7
1575110279.843862,8
1575110279.976546,10
1575110280.088974,10
1575110280.201545,10
1575110280.313968,11
1575110280.426213,13
1575110280.538607,13
1575110280.650888,13
1575110280.763535,16
1575110280.875926,16
1575110280.988354,17
1575110281.101266,16
1575110281.208287,17
1575110281.311477,17
1575110281.414655,19
1575110281.517944,18
1575110281.630323,19
1575110281.742521,19
1575110281.854731,10
1575110281.966931,11
1575110282.079202,12
1575110282.191764,13
1575110282.295809,12
1575110282.408063,13
1575110282.520015,13
1575110282.650477,14
1575110282.762504,15
1575110282.874958,17
1575110282.987176,17
1575110283.099292,18
1575110283.211341,19
1575110283.324105,18
1575110283.436232,18
1575110283.543808,19
1575110283.651651,9
1575110283.763915,10
1575110283.876238,12
1575110283.988813,12
1575110284.100854,13
1575110284.213566,14
1575110284.325709,12
1575110284.438828,19
1575110284.546791,15
1575110284.665966,1
1575110284.778797,19
1575110284.883960,0
1575110284.996267,3
1575110285.108639,6
1575110285.222617,12
1575110285.334685,19
1575110285.445304,8
1575110285.557778,1
1575110285.670338,4
1575110285.783049,5
1575110285.895707,7
1575110286.007943,8
1575110286.120184,9
1575110286.232891,11
1575110286.345062,10
1575110286.452482,12
1575110286.564871,12
1575110286.677531,12
1575110286.792543,14
1575110286.904742,14
1575110287.011371,14
1575110287.119500,17
1575110287.231638,17
1575110287.343707,17
1575110287.456429,18
1575110287.570421,18
1575110287.726809,19
1575110287.839010,19
1575110287.951225,18
1575110288.058838,9
1575110288.171844,11
1575110288.283977,11
1575110288.392338,12
1575110288.496962,12
1575110288.609408,13
1575110288.721505,14
1575110288.833913,16
1575110288.942753,17
1575110289.048375,16
1575110289.160968,18
1575110289.273441,17
1575110289.385898,17
1575110289.498010,19
1575110289.610293,18
1575110289.722606,18
1575110289.834933,11
1575110289.947135,11
1575110290.059274,10
1575110290.171731,12
1575110290.284236,13
1575110290.396293,13
1575110290.508874,15
1575110290.621400,20
1575110290.735141,18
1575110290.848242,11
1575110290.960353,10
1575110291.067450,13
1575110291.183010,13
1575110291.290031,13
1575110291.403974,17
1575110291.516649,19
1575110291.630554,15
1575110291.743215,4
1575110291.857201,19
1575110291.969835,20
1575110292.082096,1
1575110292.194265,4
1575110292.306480,4
1575110292.418894,7
1575110292.530978,7
1575110292.643075,8
1575110292.755603,10
1575110292.868128,11
1575110292.982834,12
1575110293.095021,11
1575110293.207586,13
1575110293.314474,13
1575110293.426575,14
1575110293.538859,14
1575110293.651229,16
1575110293.763626,15
1575110293.877228,17
1575110293.989475,18
1575110294.101735,19
1575110294.214668,18
1575110294.326747,18
1575110294.439122,19
1575110294.551154,9
1575110294.663693,10
1575110294.776319,12
1575110294.887040,12
1575110294.998928,13
1575110295.111598,14
1575110295.224029,13
1575110295.336661,14
1575110295.449484,15
1575110295.563556,15
1575110295.677960,17
1575110295.791009,18
1575110295.897058,19
1575110296.007203,19
1575110296.120193,20
1575110296.230294,18
1575110296.339177,8
1575110296.447635,9
1575110296.551490,11
1575110296.663807,12
1575110296.776209,12
1575110296.888575,13
1575110297.000744,15
1575110297.113340,15
1575110297.225643,14
1575110297.338360,16
1575110297.450359,18
1575110297.562673,14
1575110297.675091,11
1575110297.788875,14
1575110297.900901,17
1575110298.010777,16
1575110298.122866,19
1575110298.236095,16
1575110298.348588,6
1575110298.461070,17
1575110298.574297,5
1575110298.686460,2
1575110298.798516,4
1575110298.906318,7
1575110299.018378,8
1575110299.130605,8
1575110299.242555,8
1575110299.354670,9
1575110299.467066,11
1575110299.582127,11
1575110299.686294,13
1575110299.800600,12
1575110299.909146,15
1575110300.016202,16
1575110300.123760,15
1575110300.232175,17
1575110300.341210,17
1575110300.450947,16
1575110300.564965,17
1575110300.674900,18
1575110300.787132,19
1575110300.899557,18
1575110301.016914,19
1575110301.121157,16
1575110301.233996,10
1575110301.346895,11
1575110301.458331,12
1575110301.570800,13
1575110301.683337,12
1575110301.795640,14
1575110301.907954,14
1575110302.020032,15
1575110302.132589,17
1575110302.245047,17
1575110302.357377,17
1575110302.470517,17
1575110302.583377,18
1575110302.695937,18
1575110302.811525,19
1575110302.923796,18
1575110303.037624,10
1575110303.149496,11
1575110303.262782,11
1575110303.375121,11
1575110303.487840,13
1575110303.600475,13
1575110303.712818,14
1575110303.820986,14
1575110303.927105,15
1575110304.039551,19
1575110304.153522,19
1575110304.258762,13
1575110304.371119,13
1575110304.483734,14
1575110304.590392,15
1575110304.702489,19
1575110304.814866,20
1575110304.927967,19
1575110305.033860,3
1575110305.146189,20
1575110305.259529,4
1575110305.365329,6
1575110305.478075,8
1575110305.583562,8
1575110305.695889,9
1575110305.808036,9
1575110305.920003,10
1575110306.032264,11
1575110306.144454,12
1575110306.256594,12
1575110306.369042,15
1575110306.481359,15
1575110306.593548,15
1575110306.706322,16
1575110306.818411,15
1575110306.930360,16
1575110307.040652,18
1575110307.153175,17
1575110307.265426,19
1575110307.369329,19
1575110307.481748,19
1575110307.594238,9
1575110307.699445,10
1575110307.813762,10
1575110307.926237,12
1575110308.039245,12
1575110308.151784,13
1575110308.265014,14
1575110308.377418,16
1575110308.489670,15
1575110308.602126,17
1575110308.715031,17
1575110308.827303,16
1575110308.939990,18
1575110309.052727,17
1575110309.166388,18
1575110309.279156,20
1575110309.392721,16
1575110309.505193,10
1575110309.617595,10
1575110309.730135,12
1575110309.842423,13
1575110309.954853,12
1575110310.067332,14
1575110310.180829,14
1575110310.293224,16
1575110310.405405,16
1575110310.518065,18
1575110310.634478,20
1575110310.752404,18
1575110310.865353,6
1575110310.978183,9
1575110311.092349,4
1575110311.205052,15
1575110311.316184,0
1575110311.421065,0
1575110311.535121,0
1575110311.646692,12
1575110311.757936,0
1575110311.867831,0
1575110311.978885,0
1575110312.089720,0
1575110312.200595,0
1575110312.308202,0
1575110312.418717,0
1575110312.529625,0
1575110312.637170,0
1575110312.748078,0
1575110312.861026,0
1575110312.968236,0
1575110313.079121,0
1575110313.190092,0
1575110313.300996,0
1575110313.411867,0
1575110313.522695,0
1575110313.633887,0
1575110313.744793,0
1575110313.855628,0
1575110313.966335,0
1575110314.078912,0
1575110314.189907,0
1575110314.300914,0
1575110314.411894,0
1575110314.522724,0
1575110314.630318,0
1575110314.737406,0
1575110314.848168,0
1575110314.959078,0
1575110315.070008,0
1575110315.180903,0
1575110315.291599,0
1575110315.402527,0
1575110315.513533,0
1575110315.624316,0
1575110315.732094,0
1575110315.842710,0
1575110315.953623,0
1575110316.064592,0
1575110316.175892,0
1575110316.283252,0
1575110316.390314,0
1575110316.501086,0
1575110316.612078,0
1575110316.719276,0
1575110316.830094,0
